Claim Title	Claim	Verdict	Author	Domain
Judecătorii care au dat sentinţa în cazul Năstase sunt numiţi de preşedintele Băsescu	„Ce înseamnă însă justiție pentru Băsescu? Înseamnă, în principal, cele două complete de recurs de la ICCJ, cele care decid fără să mai existe alte căi de atac. Unul din complete este condus de judecătoarea Livia Stanciu, președinta ICCJ, numită și reconfirmată de Băsescu, după ce a judecat recursul în dosarul “Trofeul Calității”, iar celălalt – cel care m-a judecat pe mine – este condus de judecătorul Ionuț Matei, vicepreședinte al ICCJ, de asemenea numit de către Băsescu.” (s.n.) – Adrian Năstase „În completul care s-a pronunțat pe 6 ianuarie figurau, de altfel, toți cei trei judecători de la fond din Dosarul afișelor… Între ei și Ioana Bogdan, fosta consilieră a lui Daniel Morar. Am cerut recuzarea lor dar, evident, cererea mi-a fost respinsă. Aceasta a fost JUSTIȚIA care a dat sentința din 6 ianuarie.” (s.n.) – Adrian Năstase	FALS	Adrian Năstase	Justitie
Domnul Ghinea a refuzat să răspundă și să informeze corect și transparent atât comisia noastră, cât și opinia publică, tocmai pentru că a vrut să ascundă adevărul şi, anume, că această prefinanţare a fost pierdută, urmând a fi returnată Comisiei Europene după emiterea notei de debit (în baza prevederilor Articolului 22a(3) din Regulamentul (UE) nr.1304/2013, amendat de Regulamentul (UE) nr.779/2015). Pe viitor, dacă acest proiect va fi demarat, această sumă trebuie acoperită și suportată de la bugetul de stat al României.	Domnul Ghinea a refuzat să răspundă și să informeze corect și transparent atât comisia noastră, cât și opinia publică, tocmai pentru că a vrut să ascundă adevărul şi, anume, că această prefinanţare a fost pierdută, urmând a fi returnată Comisiei Europene după emiterea notei de debit (în baza prevederilor Articolului 22a(3) din Regulamentul (UE) nr.1304/2013, amendat de Regulamentul (UE) nr.779/2015). Pe viitor, dacă acest proiect va fi demarat, această sumă trebuie acoperită și suportată de la bugetul de stat al României.	PARȚIAL FALS	Ana Birchall	Finante
„În cadrul Guvernului, primindu-se această solicitare [de sesizare a Curții Constituționale], această dezbatere, în mod firesc premierul s-a adresat Ministerului Justiției, ministrului justiției să facă acel draft de posibilă sesizare. Ministerul Justiției l-a făcut, mai departe este problema decidenților, oricine poate sesiza — fie Guvernul, fie președintele Camerei Deputaților, fie președintele Senatului”	„În cadrul Guvernului, primindu-se această solicitare [de sesizare a Curții Constituționale], această dezbatere, în mod firesc premierul s-a adresat Ministerului Justiției, ministrului justiției să facă acel draft de posibilă sesizare. Ministerul Justiției l-a făcut, mai departe este problema decidenților, oricine poate sesiza — fie Guvernul, fie președintele Camerei Deputaților, fie președintele Senatului”	ADEVĂRAT	Tudorel Toader	Justitie
"„În condiţiile în care Damen, şantier naval olandez, care activează şi în România la Galaţi şi la Mangalia, este înscris în cursa pentru a obţine un contract de 1,6 miliarde la Armata Română se produce o succesiune de evenimente gestionate de olandezi. Pe 12 septembrie vine Mark Rutte la Bucureşti cu un tupeu incredibil să ne spună că nu intrăm în Schengen că e corupţie la noi. Pe 1 octombrie, deci la 2 săptămâni, domnul Frans Timmermans, tot olandez, vicepreşedinte al Comisiei Europene şi fost ministru de Externe în Guvernul lui Rutte, ne face un raport foarte general dar demolator legat de justiţie. Eu nu zic că nu a avut şi dreptate, dar a avut şi multe interpretări forţate. Şi pe urmă, altă belea olandeză vine pe capul nostru, la 22 de zile după raportul lui Timmermans din comisia LIBE ne trezim că raportor al Comisiei de la Veneţia este olandezul Martin Kuijer, cel care a făcut raportul în care se merge până chiar la a ne cere să modificăm Constituţia. Nu am putut să nu observ că toţi aceşti olandezi au venit în avalanşă în preajma atribuirii unui contract de 1,6 miliarde în care este competitor şi Damen din Olanda în condiţiile în care Damen din Olanda are destule acuzaţii de corupţie. Dacă ne luăm după standardele lui Mark Rutte, Frans Timmermans şi chiar ale domnului Martin Kuijer trebuia să scoatem afară din licitaţie compania Damen pentru că sunt serioase suspiciuni de corupţie, iar compania este în ancheta procuraturii olandeze pentru mituit prin intermediari guverne din Sierra Leone, Ghana, Togo, Libia, Brazilia şi Chile"""	"„În condiţiile în care Damen, şantier naval olandez, care activează şi în România la Galaţi şi la Mangalia, este înscris în cursa pentru a obţine un contract de 1,6 miliarde la Armata Română se produce o succesiune de evenimente gestionate de olandezi. Pe 12 septembrie vine Mark Rutte la Bucureşti cu un tupeu incredibil să ne spună că nu intrăm în Schengen că e corupţie la noi. Pe 1 octombrie, deci la 2 săptămâni, domnul Frans Timmermans, tot olandez, vicepreşedinte al Comisiei Europene şi fost ministru de Externe în Guvernul lui Rutte, ne face un raport foarte general dar demolator legat de justiţie. Eu nu zic că nu a avut şi dreptate, dar a avut şi multe interpretări forţate. Şi pe urmă, altă belea olandeză vine pe capul nostru, la 22 de zile după raportul lui Timmermans din comisia LIBE ne trezim că raportor al Comisiei de la Veneţia este olandezul Martin Kuijer, cel care a făcut raportul în care se merge până chiar la a ne cere să modificăm Constituţia. Nu am putut să nu observ că toţi aceşti olandezi au venit în avalanşă în preajma atribuirii unui contract de 1,6 miliarde în care este competitor şi Damen din Olanda în condiţiile în care Damen din Olanda are destule acuzaţii de corupţie. Dacă ne luăm după standardele lui Mark Rutte, Frans Timmermans şi chiar ale domnului Martin Kuijer trebuia să scoatem afară din licitaţie compania Damen pentru că sunt serioase suspiciuni de corupţie, iar compania este în ancheta procuraturii olandeze pentru mituit prin intermediari guverne din Sierra Leone, Ghana, Togo, Libia, Brazilia şi Chile"""	PARȚIAL FALS	Traian Băsescu	Externe
"(...) am deblocat PNRR-ul. [...] era blocat când am ajuns în zona aceasta""."	Aceşti bani din PNRR sunt foarte clar destinaţi unor anumite investiţii, sunt alocaţi pe fiecare ţintă şi jalon în parte. Pot să vă spun că am deblocat PNRR-ul. Acest plan naţional, atât de mult discutat, subiect mainstream în toată media, era blocat când am ajuns în zona aceasta.	TRUNCHIAT	Adrian Câciu	Politica
Județul Teleorman a primit disproporționat de mult în ultimii..mulți ani.	Județul Teleorman a primit disproporționat de mult în ultimii..mulți ani.	FALS	Andrei Caramitru	Finante
„În România e o situație anormală. În Europa nu există să ai salariu mediu în sectorul public mai mare cu 38% decât salariul mediu în sistemul privat”.	„În România e o situație anormală. În Europa nu există să ai salariu mediu în sectorul public mai mare cu 38% decât salariul mediu în sistemul privat”.	TRUNCHIAT	Ludovic Orban	Economie
În momentul de față sistemul IT al ANAF e învechit, avem servere din 1999, în ultimii ani nu s-a facut nicio investiție (...). Anii precedenți au existat sume pentru a investi în sistemul informatic, dar nu s-a luat nicio decizie. Sunt folosiți doar 3% din banii destinați investițiilor.	În momentul de față sistemul IT al ANAF e învechit, avem servere din 1999, în ultimii ani nu s-a facut nicio investiție (...). Anii precedenți au existat sume pentru a investi în sistemul informatic, dar nu s-a luat nicio decizie. Sunt folosiți doar 3% din banii destinați investițiilor.	FALS	Bogdan Stan	Finante
„Cifrele demonstrează că anul acesta, în primele 8 luni, [..] am transmis [..] solicitări de rambursare în valoare de 600 de milioane de euro[..]. În plus avem două programe [..] care sunt de facto blocate [..] nefiind transmisă [..] nicio cerere de rambursare.”	„Cifrele demonstrează că anul acesta, în primele 8 luni, abia am transmis la Bruxelles solicitări de rambursare în valoare de 600 de milioane de euro, deși ar trebui să ajungem până la sfârșitul anului la aproape 3 miliarde de euro pentru a evita pierderea de bani. În plus avem două programe, cel de resurse umane și cel de competitivitate economică, care sunt de facto blocate după transferul acestora la Ministerul Fondurilor Europene, nefiind transmisă la Bruxelles nicio cerere de rambursare.”	ADEVĂRAT	Alexandru Nazare	Finante
PSD este singurul partid care va trimite europarlamentari din Moldova, restul partidelor nu au candidați pe locuri eligibile	PSD este singurul partid care va trimite europarlamentari din Moldova, restul partidelor nu au candidați pe locuri eligibile	TRUNCHIAT	Dragos Benea	Politica
"„Așadar, domnul prim-ministru Florin Cîțu a împărțit banii din Fondul de Rezervă al Guvernului României primarilor PNL și PSD. Un miliard de lei. Nici un ban pentru primarii USR din București, Timișoara, Brașov, Alba Iulia etc""."	"„Așadar, domnul prim-ministru Florin Cîțu a împărțit banii din Fondul de Rezervă al Guvernului României primarilor PNL și PSD. Un miliard de lei. Nici un ban pentru primarii USR din București, Timișoara, Brașov, Alba Iulia etc""."	ADEVĂRAT	Brigitte Clotilde Armand	Finante
„(...)Partea cu adevărat revoltătoare este că aceste finanţări nu au fost atribuite pe criterii obiective(...)95% din fonduri au mers către primării exclusiv PSD(...)”	„În ultima şedinţă de Guvern au fost anunţate spre finanţare 116 proiecte, în valoare de peste 400 de milioane de euro!Partea cu adevărat revoltătoare este că aceste finanţări nu au fost atribuite pe criterii obiective, care să ţină cont de nevoi sau vreo prioritizare, astfel 95% din fonduri au mers către primării exclusiv PSD. La fel de revoltător este si faptul ca 65% din aceste 400 milioane de euro merg în doar 9 judeţe (Argeș, Buzău, Olt, Constanţa, Bacău).”	PARȚIAL ADEVĂRAT	Costel Alexe	Finante
În lege, consilierii personali, pentru că sunt personal contractual, când nu lucrează pe fonduri europene, nu trebuie să-și depună declarația de avere și de interese.	În lege, consilierii personali, pentru că sunt personal contractual, când nu lucrează pe fonduri europene, nu trebuie să-și depună declarația de avere și de interese.	ADEVĂRAT	Dominic Fritz	Politica
(...) primul proiect de lege (n.r. privind recursul compensatoriu) a fost făcut de doamna ministru al Justiției Raluca Prună	Totuși eu aș dori să știm cu exactitate istoricul acestei legi. Primul proiect de lege a fost făcut de doamna ministru al Justiției Raluca Prună, din guvernul Cioloș, a fost preluată de miniștrii din guvernele succesive ale PSD. În Parlament, a avut modificări și soluția găsită de PSD atunci, la solicitările CEDO, nu a fost cea mai bună.	ADEVĂRAT	Marcel Ciolacu	Justitie
În ceea ce privește Ministerul Muncii, vreau să vă spun că în proporție de 97% sunt realizate măsurile prevăzute în Programul de guvernare	În ceea ce privește Ministerul Muncii, vreau să vă spun că în proporție de 97% sunt realizate măsurile prevăzute în Programul de guvernare. Ministrul care a venit la Ministerul Muncii a primit o mapă cu toate măsurile realizate și a înțeles că în următorii 2 ani de zile va trebui doar să urmărească implementarea acestor măsuri pentru că legislația este aprobată sau în curs de aprobare.	FALS	Lia Olguța Vasilescu	Politica
„Fapte: 1. Rata anuală a inflației a scăzut la 6,6% în martie, de la 7,2% în februarie - INS. 2. PIB-ul României a ajuns în 2023 la cel mai mare nivel din istoria țării, peste 1600 mld lei - INS. 3. Numărul românilor aflați în sărăcie extremă (deprivare materială și socială severă) a scăzut cu 855.000 în 2023 față de 2022 - Eurostat”	„Fapte: 1. Rata anuală a inflației a scăzut la 6,6% în martie, de la 7,2% în februarie - INS. 2. PIB-ul României a ajuns în 2023 la cel mai mare nivel din istoria țării, peste 1600 mld lei - INS. 3. Numărul românilor aflați în sărăcie extremă (deprivare materială și socială severă) a scăzut cu 855.000 în 2023 față de 2022 - Eurostat”	FALS	Marcel Ciolacu	Economie
Am votat pentru eliminarea pensiilor speciale ale parlamentarilor! (...) Reparăm nedreptățile din sistemul public (...) pregătim proiectul de lege care interzice cumulul pensiei cu salariul în sistemul bugetar. Gata cu foștii magistrați sau funcționari MAI care se pensionează la 45 de ani și beneficiază atât de pensie, cât și de salariu de la stat.	Retrospectiva săptămânii! Am votat pentru eliminarea pensiilor speciale ale parlamentarilor! În sfârșit, s-a făcut dreptate. România nu mai putea suporta nici financiar și nici moral pensiile speciale! Transformăm rapid vorbele în fapte concrete! Reparăm nedreptățile din sistemul public. După anularea pensiilor speciale ale parlamentarilor, pregătim Proiectul de lege care interzice cumulul pensiei cu salariul în sistemul bugetar. Gata cu foștii magistrați sau funcționari MAI care se pensionează la 45 de ani și beneficiază atât de pensie, cât și de salariu de la stat.	TRUNCHIAT	Nicolae Georgescu	Politica
